path,nodes,edges,avg_deg,max_deg,min_deg,deg_median,deg_std,components,largest_cc,avg_cc_size,directed,clustering,dataset,split,density,edges_per_node
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/110.graphml,16,63,7.875,15,3,6.0,3.887077951366553,1,16,16.0,False,0.812430278055278,ba,train,0.2625,3.9375
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/111.graphml,17,72,8.470588235294118,16,1,8.0,4.160283461196923,1,17,17.0,False,0.7857903534374122,ba,train,0.2647058823529412,4.235294117647059
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/112.graphml,14,13,1.8571428571428572,10,1,1.0,2.3861847269271523,1,14,14.0,False,0.0,ba,train,0.07142857142857142,0.9285714285714286
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/113.graphml,5,6,2.4,4,1,2.0,1.019803902718557,1,5,5.0,False,0.6,ba,train,0.3,1.2
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/114.graphml,7,6,1.7142857142857142,6,1,1.0,1.7496355305594131,1,7,7.0,False,0.0,ba,train,0.14285714285714285,0.8571428571428571
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/115.graphml,5,4,1.6,4,1,1.0,1.2000000000000002,1,5,5.0,False,0.0,ba,train,0.2,0.8
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/116.graphml,8,16,4.0,7,1,4.0,1.8708286933869707,1,8,8.0,False,0.7285714285714285,ba,train,0.2857142857142857,2.0
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/117.graphml,11,28,5.090909090909091,9,2,4.0,2.5389527352307164,1,11,11.0,False,0.7106782106782107,ba,train,0.2545454545454545,2.5454545454545454
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/118.graphml,15,56,7.466666666666667,14,3,6.0,3.422799374131583,1,15,15.0,False,0.7633281533281533,ba,train,0.26666666666666666,3.7333333333333334
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/119.graphml,18,32,3.5555555555555554,17,1,2.0,4.585268951547411,1,18,18.0,False,0.8464052287581699,ba,train,0.10457516339869281,1.7777777777777777
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/12.graphml,9,20,4.444444444444445,7,1,4.0,1.7708197167232473,1,9,9.0,False,0.6317460317460317,ba,train,0.2777777777777778,2.2222222222222223
/data/young/capstone/graph-learning-benchmarks/submodules/graph-token/graphs/ba/train/120.graphml,15,14,1.8666666666666667,6,1,1.0,1.707499796648759,1,15,15.0,False,0.0,ba,train,0.06666666666666667,0.9333333333333333
